Data;PACK_QTY;PACK_LABEL_ID;PACK_SHPR
05/05/2014;1;MA004001100284;P01
06/05/2014;1;MA004000700285;P01
06/05/2014;1;MA004003200286;P01
06/05/2014;1;MA004003500287;P01
06/05/2014;1;MA004000300288;P01
06/05/2014;1;MA004002600289;P01
07/05/2014;1;MA004000700290;P01
07/05/2014;1;MA004000300291;P01
08/05/2014;1;MA004002500292;P01
08/05/2014;1;MA004002100293;P01
08/05/2014;1;MA004002400294;P01
08/05/2014;1;MA004001000295;P01
08/05/2014;1;MA004001400296;P01
09/05/2014;1;MA004002700297;P01
12/05/2014;2;MA004002100298;P01
12/05/2014;1;MA004002300299;P01
12/05/2014;1;MA004002800300;P01
12/05/2014;1;MA004003400301;P01
12/05/2014;1;MA004001800302;P01
12/05/2014;1;MA004002500303;P01
13/05/2014;1;MA004001700304;P01
14/05/2014;1;MA004001900305;P01
15/05/2014;1;MA004001200306;P01
16/05/2014;1;MA004003300307;P01
16/05/2014;1;MA004002000308;P01
19/05/2014;1;MA004000300309;P01
19/05/2014;1;MA004001800310;P01
19/05/2014;1;MA004003600311;P01
19/05/2014;1;MA004002100312;P01
19/05/2014;1;MA004001200313;P01
20/05/2014;1;MA004001000314;P01
20/05/2014;1;MA004002300315;P01
23/05/2014;1;MA004003700316;P01
23/05/2014;1;MA004003500317;P01
23/05/2014;1;MA004000700318;P01
26/05/2014;1;MA004000400319;P01
26/05/2014;1;MA004003200320;P01
26/05/2014;1;MA004000700321;P01
26/05/2014;1;MA004003000322;P01
26/05/2014;1;MA004003500323;P01
26/05/2014;1;MA004002500324;P01
27/05/2014;1;MA004003600325;P01
27/05/2014;1;MA004000800326;P01
27/05/2014;1;MA004000400327;P01
27/05/2014;1;MA004003700328;P01
28/05/2014;1;MA004003500329;P01
29/05/2014;1;MA004002700330;P01
29/05/2014;1;MA004003600331;P01
30/05/2014;1;MA004002500332;P01
30/05/2014;1;MA004003400333;P01
30/05/2014;1;MA004002800334;P01
03/06/2014;1;MA004002900335;P01
03/06/2014;1;MA004000700336;P01
03/06/2014;1;MA004000200337;P01
03/06/2014;1;MA004001000338;P01
03/06/2014;1;MA004000300339;P01
03/06/2014;1;MA004003600340;P01
03/06/2014;1;MA004001300341;P01
03/06/2014;1;MA004001800342;P01
03/06/2014;1;MA004002900343;P01
03/06/2014;1;MA004003300344;P01
04/06/2014;1;MA004003100345;P01
04/06/2014;1;MA004000800346;P01
04/06/2014;1;MA004000100347;P01
05/06/2014;1;MA004001500348;P01
05/06/2014;1;MA004001400349;P01
05/06/2014;1;MA004002200350;P01
05/06/2014;1;MA004000400351;P01
05/06/2014;1;MA004000900352;P01
05/06/2014;1;MA004002700353;P01
06/06/2014;1;MA004000400354;P01
06/06/2014;2;MA004001400355;P01
06/06/2014;1;MA004001600356;P01
09/06/2014;1;MA004001400357;P01
09/06/2014;1;MA004002800358;P01
09/06/2014;1;MA004003000359;P01
09/06/2014;1;MA004001000360;P01
09/06/2014;1;MA004003000361;P01
09/06/2014;1;MA004001300362;P01
09/06/2014;1;MA004002600363;P01
09/06/2014;1;MA004001900364;P01
09/06/2014;1;MA004002900365;P01
09/06/2014;1;MA004003600366;P01
09/06/2014;1;MA004002900367;P01
10/06/2014;1;MA004003300368;P01
10/06/2014;1;MA004000400369;P01
10/06/2014;1;MA004002900370;P01
11/06/2014;1;MA004003000371;P01
11/06/2014;1;MA004001300372;P01
12/06/2014;1;MA004003300373;P01
12/06/2014;1;MA004002300374;P01
12/06/2014;1;MA004000500375;P01
13/06/2014;1;MA004001700376;P01
13/06/2014;1;MA004003400377;P01
16/06/2014;1;MA004003000378;P01
16/06/2014;1;MA004003300379;P01
16/06/2014;1;MA004001600380;P01
16/06/2014;1;MA004003700381;P01
16/06/2014;1;MA004001600382;P01
16/06/2014;1;MA004002000383;P01
17/06/2014;2;MA004000300384;P01
17/06/2014;1;MA004002300385;P01
17/06/2014;1;MA004002900386;P01
17/06/2014;1;MA004000700387;P01
18/06/2014;1;MA004003300388;P01
18/06/2014;1;MA004001000389;P01
19/06/2014;1;MA004002900390;P01
19/06/2014;2;MA004003200391;P01
20/06/2014;1;MA004002500392;P01
20/06/2014;1;MA004001300393;P01
23/06/2014;1;MA004001600394;P01
23/06/2014;1;MA004002600395;P01
23/06/2014;1;MA004002300396;P01
23/06/2014;1;MA004003100397;P01
23/06/2014;1;MA004002800398;P01
23/06/2014;1;MA004000100399;P01
24/06/2014;1;MA004001100400;P01
24/06/2014;2;MA004001900401;P01
24/06/2014;1;MA004003500402;P01
24/06/2014;1;MA004000800403;P01
25/06/2014;1;MA004002300404;P01
26/06/2014;1;MA004000800405;P01
27/06/2014;1;MA004001800406;P01
27/06/2014;1;MA004000600407;P01
27/06/2014;1;MA004002400408;P01
30/06/2014;1;MA004003300409;P01
30/06/2014;1;MA004000100410;P01
30/06/2014;1;MA004003000411;P01
30/06/2014;1;MA004003500412;P01
30/06/2014;1;MA004003200413;P01
30/06/2014;1;MA004000400414;P01
30/06/2014;1;MA004000500415;P01
02/07/2014;1;MA004000200416;P01
02/07/2014;1;MA004001700417;P01
03/07/2014;1;MA004002500418;P01
04/07/2014;1;MA004000600419;P01
04/07/2014;1;MA004001800420;P01
04/07/2014;1;MA004003100421;P01
07/07/2014;1;MA004002300422;P01
07/07/2014;1;MA004003000423;P01
07/07/2014;1;MA004002000424;P01
07/07/2014;1;MA004001600425;P01
07/07/2014;1;MA004002400426;P01
07/07/2014;1;MA004001300427;P01
07/07/2014;1;MA004003400428;P01
07/07/2014;1;MA004001100429;P01
07/07/2014;1;MA004003000430;P01
08/07/2014;1;MA004001700431;P01
08/07/2014;1;MA004000900432;P01
09/07/2014;1;MA004001900433;P01
10/07/2014;1;MA004001200434;P01
10/07/2014;1;MA004002300435;P01
10/07/2014;1;MA004001800436;P01
11/07/2014;1;MA004001200437;P01
11/07/2014;1;MA004002600438;P01
14/07/2014;1;MA004000900439;P01
14/07/2014;1;MA004000100440;P01
14/07/2014;1;MA004002500441;P01
14/07/2014;1;MA004001900442;P01
14/07/2014;1;MA004003100443;P01
14/07/2014;1;MA004000100444;P01
14/07/2014;1;MA004000800445;P01
14/07/2014;1;MA004000700446;P01
15/07/2014;1;MA004003400447;P01
16/07/2014;2;MA004000800448;P01
16/07/2014;1;MA004002800449;P01
16/07/2014;1;MA004000500450;P01
16/07/2014;1;MA004002200451;P01
16/07/2014;1;MA004000100452;P01
17/07/2014;1;MA004001700453;P01
17/07/2014;1;MA004003500454;P01
18/07/2014;1;MA004002100455;P01
18/07/2014;1;MA004001600456;P01
18/07/2014;1;MA004002800457;P01
18/07/2014;1;MA004003000458;P01
18/07/2014;1;MA004000500459;P01
18/07/2014;2;MA004002400460;P01
18/07/2014;1;MA004002500461;P01
21/07/2014;1;MA004002900462;P01
21/07/2014;1;MA004001000463;P01
21/07/2014;1;MA004002200464;P01
21/07/2014;1;MA004001900465;P01
21/07/2014;1;MA004001200466;P01
21/07/2014;1;MA004002100467;P01
21/07/2014;1;MA004002200468;P01
21/07/2014;1;MA004001800469;P01
21/07/2014;1;MA004001100470;P01
21/07/2014;1;MA004001300471;P01
21/07/2014;1;MA004001500472;P01
21/07/2014;1;MA004002500473;P01
21/07/2014;1;MA004000900474;P01
23/07/2014;1;MA004003000475;P01
23/07/2014;1;MA004003400476;P01
23/07/2014;1;MA004002600477;P01
23/07/2014;1;MA004001300478;P01
24/07/2014;1;MA004000900479;P01
24/07/2014;1;MA004002000480;P01
24/07/2014;1;MA004000900481;P01
24/07/2014;1;MA004002100482;P01
24/07/2014;1;MA004003200483;P01
24/07/2014;1;MA004002700484;P01
24/07/2014;1;MA004002100485;P01
25/07/2014;1;MA004002300486;P01
28/07/2014;1;MA004000800487;P01
28/07/2014;1;MA004002200488;P01
28/07/2014;1;MA004003400489;P01
28/07/2014;1;MA004001200490;P01
28/07/2014;1;MA004003100491;P01
28/07/2014;1;MA004000500492;P01
28/07/2014;2;MA004000100493;P01
29/07/2014;1;MA004002700494;P01
30/07/2014;1;MA004002000495;P01
30/07/2014;1;MA004001600496;P01
30/07/2014;1;MA004001500497;P01
30/07/2014;1;MA004003600498;P01
31/07/2014;1;MA004002400499;P01
31/07/2014;1;MA004001500500;P01
04/08/2014;1;MA004001600501;P01
04/08/2014;1;MA004002900502;P01
04/08/2014;1;MA004003500503;P01
04/08/2014;1;MA004002900504;P01
04/08/2014;2;MA004000600505;P01
04/08/2014;1;MA004001100506;P01
04/08/2014;1;MA004003300507;P01
04/08/2014;1;MA004002500508;P01
04/08/2014;1;MA004000600509;P01
04/08/2014;1;MA004002200510;P01
04/08/2014;1;MA004002800511;P01
04/08/2014;1;MA004001400512;P01
05/08/2014;1;MA004000900513;P01
05/08/2014;1;MA004000100514;P01
05/08/2014;1;MA004001600515;P01
05/08/2014;1;MA004003500516;P01
05/08/2014;1;MA004002400517;P01
06/08/2014;1;MA004002000518;P01
06/08/2014;1;MA004002700519;P01
06/08/2014;1;MA004000300520;P01
07/08/2014;1;MA004002600521;P01
07/08/2014;1;MA004000600522;P01
07/08/2014;1;MA004001500523;P01
08/08/2014;1;MA004000300524;P01
08/08/2014;1;MA004001500525;P01
08/08/2014;1;MA004002800526;P01
08/08/2014;1;MA004001800527;P01
11/08/2014;1;MA004000100528;P01
11/08/2014;1;MA004002900529;P01
11/08/2014;1;MA004000200530;P01
11/08/2014;1;MA004000500531;P01
11/08/2014;1;MA004003700532;P01
12/08/2014;1;MA004001300533;P01
12/08/2014;1;MA004003000534;P01
12/08/2014;1;MA004001400535;P01
12/08/2014;1;MA004000300536;P01
12/08/2014;1;MA004000700537;P01
13/08/2014;1;MA004003400538;P01
13/08/2014;1;MA004003300539;P01
14/08/2014;1;MA004002700540;P01
14/08/2014;1;MA004001600541;P01
14/08/2014;1;MA004002200542;P01
14/08/2014;1;MA004001100543;P01
14/08/2014;1;MA004002300544;P01
18/08/2014;1;MA004001500545;P01
18/08/2014;1;MA004001400546;P01
18/08/2014;1;MA004003100547;P01
18/08/2014;1;MA004000700548;P01
18/08/2014;1;MA004001400549;P01
19/08/2014;1;MA004003000550;P01
19/08/2014;1;MA004001500551;P01
20/08/2014;1;MA004002600552;P01
20/08/2014;1;MA004001100553;P01
22/08/2014;1;MA004001600554;P01
22/08/2014;1;MA004002500555;P01
22/08/2014;1;MA004003200556;P01
25/08/2014;1;MA004001100557;P01
25/08/2014;1;MA004002000558;P01
25/08/2014;1;MA004003100559;P01
25/08/2014;1;MA004000300560;P01
25/08/2014;1;MA004003300561;P01
25/08/2014;1;MA004001700562;P01
25/08/2014;1;MA004000500563;P01
25/08/2014;1;MA004001300564;P01
25/08/2014;1;MA004003300565;P01
25/08/2014;1;MA004003500566;P01
26/08/2014;1;MA004000200567;P01
26/08/2014;1;MA004003000568;P01
26/08/2014;1;MA004003500569;P01
26/08/2014;1;MA004001200570;P01
26/08/2014;1;MA004000300571;P01
26/08/2014;1;MA004000900572;P01
27/08/2014;1;MA004000600573;P01
27/08/2014;1;MA004000100574;P01
27/08/2014;1;MA004003700575;P01
27/08/2014;1;MA004001900576;P01
27/08/2014;1;MA004002500577;P01
27/08/2014;1;MA004000200578;P01
27/08/2014;1;MA004001600579;P01
29/08/2014;1;MA004001000580;P01
29/08/2014;1;MA004000400581;P01
29/08/2014;1;MA004003400582;P01
29/08/2014;1;MA004003700583;P01
29/08/2014;1;MA004003700584;P01
29/08/2014;1;MA004002200585;P01
29/08/2014;1;MA004003400586;P01
01/09/2014;1;MA004003400587;P01
01/09/2014;1;MA004002900588;P01
01/09/2014;1;MA004001200589;P01
02/09/2014;1;MA004003400590;P01
03/09/2014;1;MA004000600591;P01
04/09/2014;1;MA004003500592;P01
04/09/2014;2;MA004001000593;P01
08/09/2014;1;MA004002400594;P01
08/09/2014;1;MA004001200595;P01
08/09/2014;1;MA004002000596;P01
08/09/2014;1;MA004002900597;P01
08/09/2014;1;MA004002200598;P01
08/09/2014;1;MA004001800599;P01
08/09/2014;1;MA004002100600;P01
08/09/2014;1;MA004002300601;P01
09/09/2014;1;MA004000300602;P01
10/09/2014;1;MA004000800603;P01
10/09/2014;1;MA004002100604;P01
11/09/2014;1;MA004001500605;P01
11/09/2014;1;MA004000100606;P01
11/09/2014;1;MA004000800607;P01
11/09/2014;1;MA004002000608;P01
11/09/2014;1;MA004001500609;P01
12/09/2014;1;MA004002100610;P01
12/09/2014;1;MA004003700611;P01
12/09/2014;1;MA004001100612;P01
15/09/2014;1;MA004002500613;P01
15/09/2014;1;MA004000200614;P01
15/09/2014;1;MA004000100615;P01
15/09/2014;1;MA004000900616;P01
15/09/2014;1;MA004001000617;P01
15/09/2014;1;MA004001800618;P01
15/09/2014;1;MA004003000619;P01
15/09/2014;1;MA004003700620;P01
15/09/2014;1;MA004000100621;P01
15/09/2014;1;MA004003700622;P01
16/09/2014;1;MA004003300623;P01
16/09/2014;1;MA004000800624;P01
16/09/2014;1;MA004003500625;P01
17/09/2014;1;MA004003500626;P01
18/09/2014;1;MA004000500627;P01
19/09/2014;1;MA004002700628;P01
19/09/2014;1;MA004001600629;P01
19/09/2014;1;MA004000900630;P01
22/09/2014;1;MA004003100631;P01
22/09/2014;1;MA004003400632;P01
22/09/2014;1;MA004002800633;P01
22/09/2014;1;MA004002400634;P01
22/09/2014;1;MA004000100635;P01
22/09/2014;1;MA004002600636;P01
22/09/2014;1;MA004001600637;P01
22/09/2014;1;MA004000100638;P01
22/09/2014;1;MA004000700639;P01
22/09/2014;1;MA004002600640;P01
23/09/2014;1;MA004002400641;P01
23/09/2014;1;MA004003700642;P01
23/09/2014;1;MA004002000643;P01
23/09/2014;1;MA004001600644;P01
23/09/2014;1;MA004000100645;P01
24/09/2014;1;MA004000300646;P01
24/09/2014;1;MA004002700647;P01
24/09/2014;1;MA004003000648;P01
25/09/2014;1;MA004003300649;P01
25/09/2014;2;MA004001100650;P01
26/09/2014;1;MA004001400651;P01
26/09/2014;1;MA004003000652;P01
29/09/2014;1;MA004000300653;P01
29/09/2014;1;MA004001200654;P01
29/09/2014;2;MA004001300655;P01
29/09/2014;1;MA004000300656;P01
29/09/2014;1;MA004001300657;P01
29/09/2014;1;MA004003500658;P01
29/09/2014;1;MA004001000659;P01
29/09/2014;1;MA004002300660;P01
29/09/2014;1;MA004001000661;P01
29/09/2014;1;MA004001700662;P01
29/09/2014;1;MA004000800663;P01
30/09/2014;1;MA004003400664;P01
01/10/2014;1;MA004002800665;P01
02/10/2014;1;MA004002300666;P01
02/10/2014;1;MA004000300667;P01
02/10/2014;1;MA004001900668;P01
03/10/2014;1;MA004001800669;P01
03/10/2014;1;MA004001300670;P01
03/10/2014;1;MA004000400671;P01
06/10/2014;1;MA004002900672;P01
06/10/2014;1;MA004000100673;P01
06/10/2014;2;MA004002100674;P01
06/10/2014;1;MA004000200675;P01
06/10/2014;1;MA004002500676;P01
06/10/2014;1;MA004001700677;P01
07/10/2014;1;MA004003500678;P01
08/10/2014;1;MA004002100679;P01
09/10/2014;1;MA004001800680;P01
09/10/2014;1;MA004003500681;P01
09/10/2014;1;MA004003200682;P01
09/10/2014;1;MA004003200683;P01
10/10/2014;1;MA004003500684;P01
13/10/2014;1;MA004001100685;P01
13/10/2014;1;MA004000100686;P01
13/10/2014;1;MA004002200687;P01
13/10/2014;1;MA004002000688;P01
13/10/2014;2;MA004001900689;P01
13/10/2014;1;MA004002200690;P01
13/10/2014;1;MA004000100691;P01
14/10/2014;1;MA004000200692;P01
14/10/2014;1;MA004003100693;P01
14/10/2014;1;MA004000900694;P01
15/10/2014;1;MA004002000695;P01
16/10/2014;1;MA004000700696;P01
16/10/2014;1;MA004000400697;P01
17/10/2014;1;MA004000200698;P01
17/10/2014;1;MA004003200699;P01
17/10/2014;1;MA004002600700;P01
20/10/2014;1;MA004000300701;P01
20/10/2014;1;MA004003100702;P01
20/10/2014;2;MA004003600703;P01
20/10/2014;1;MA004002400704;P01
20/10/2014;1;MA004001300705;P01
21/10/2014;1;MA004000600706;P01
21/10/2014;1;MA004001800707;P01
21/10/2014;1;MA004002500708;P01
21/10/2014;1;MA004001800709;P01
22/10/2014;1;MA004001800710;P01
22/10/2014;1;MA004002800711;P01
23/10/2014;1;MA004003700712;P01
23/10/2014;1;MA004000700713;P01
23/10/2014;1;MA004002700714;P01
23/10/2014;1;MA004000800715;P01
24/10/2014;1;MA004002600716;P01
27/10/2014;1;MA004003100717;P01
27/10/2014;1;MA004001400718;P01
27/10/2014;1;MA004002400719;P01
27/10/2014;1;MA004002600720;P01
27/10/2014;1;MA004002600721;P01
27/10/2014;1;MA004000600722;P01
27/10/2014;1;MA004003400723;P01
27/10/2014;1;MA004002100724;P01
27/10/2014;1;MA004002800725;P01
28/10/2014;1;MA004001000726;P01
29/10/2014;1;MA004000900727;P01
30/10/2014;1;MA004000200728;P01
30/10/2014;1;MA004003100729;P01
30/10/2014;1;MA004003400730;P01
30/10/2014;1;MA004003500731;P01
31/10/2014;1;MA004002700732;P01
31/10/2014;1;MA004002400733;P01
31/10/2014;2;MA004001100734;P01
03/11/2014;1;MA004003300735;P01
03/11/2014;1;MA004003000736;P01
03/11/2014;2;MA004001000737;P01
03/11/2014;1;MA004000800738;P01
04/11/2014;2;MA004003600739;P01
04/11/2014;1;MA004000600740;P01
04/11/2014;1;MA004002100741;P01
04/11/2014;1;MA004000800742;P01
04/11/2014;1;MA004003200743;P01
04/11/2014;1;MA004002100744;P01
05/11/2014;1;MA004002400745;P01
05/11/2014;1;MA004003300746;P01
06/11/2014;1;MA004002300747;P01
07/11/2014;1;MA004000700748;P01
07/11/2014;1;MA004001300749;P01
07/11/2014;1;MA004000600750;P01
10/11/2014;1;MA004000800751;P01
10/11/2014;1;MA004003500752;P01
10/11/2014;1;MA004000400753;P01
10/11/2014;1;MA004001200754;P01
10/11/2014;1;MA004003400755;P01
11/11/2014;1;MA004003400756;P01
12/11/2014;1;MA004001700757;P01
13/11/2014;1;MA004001700758;P01
13/11/2014;1;MA004001300759;P01
14/11/2014;1;MA004000400760;P01
14/11/2014;1;MA004000200761;P01
14/11/2014;1;MA004001900762;P01
14/11/2014;1;MA004000700763;P01
14/11/2014;2;MA004003300764;P01
14/11/2014;1;MA004000500765;P01
17/11/2014;1;MA004003500766;P01
17/11/2014;1;MA004003600767;P01
17/11/2014;2;MA004001200768;P01
17/11/2014;1;MA004003200769;P01
17/11/2014;1;MA004002500770;P01
17/11/2014;1;MA004002900771;P01
18/11/2014;1;MA004000100772;P01
18/11/2014;1;MA004002600773;P01
18/11/2014;1;MA004003600774;P01
18/11/2014;1;MA004002100775;P01
19/11/2014;1;MA004000100776;P01
19/11/2014;1;MA004002000777;P01
20/11/2014;1;MA004001900778;P01
20/11/2014;1;MA004000600779;P01
20/11/2014;1;MA004000100780;P01
20/11/2014;1;MA004002300781;P01
20/11/2014;1;MA004001400782;P01
24/11/2014;1;MA004002400783;P01
24/11/2014;1;MA004001800784;P01
24/11/2014;1;MA004002300785;P01
24/11/2014;1;MA004001600786;P01
24/11/2014;1;MA004001900787;P01
24/11/2014;1;MA004003400788;P01
24/11/2014;1;MA004000500789;P01
25/11/2014;1;MA004002600790;P01
25/11/2014;1;MA004001300791;P01
25/11/2014;1;MA004002900792;P01
26/11/2014;1;MA004003300793;P01
26/11/2014;1;MA004000100794;P01
26/11/2014;1;MA004001900795;P01
27/11/2014;1;MA004000100796;P01
01/12/2014;1;MA004000800797;P01
02/12/2014;1;MA004001500798;P01
02/12/2014;1;MA004003700799;P01
03/12/2014;1;MA004000500800;P01
04/12/2014;1;MA004001600801;P01
04/12/2014;1;MA004001500802;P01
08/12/2014;1;MA004003700803;P01
08/12/2014;2;MA004001500804;P01
08/12/2014;1;MA004001700805;P01
08/12/2014;1;MA004003500806;P01
08/12/2014;1;MA004000500807;P01
09/12/2014;1;MA004002400808;P01
10/12/2014;1;MA004001900809;P01
10/12/2014;1;MA004000900810;P01
11/12/2014;1;MA004001900811;P01
11/12/2014;1;MA004003600812;P01
11/12/2014;1;MA004001500813;P01
11/12/2014;1;MA004001100814;P01
11/12/2014;1;MA004001900815;P01
12/12/2014;1;MA004000100816;P01
12/12/2014;1;MA004001200817;P01
15/12/2014;1;MA004003100818;P01
15/12/2014;1;MA004002000819;P01
15/12/2014;1;MA004001400820;P01
15/12/2014;1;MA004000400821;P01
15/12/2014;1;MA004001900822;P01
15/12/2014;1;MA004000400823;P01
16/12/2014;1;MA004003600824;P01
17/12/2014;1;MA004003600825;P01
17/12/2014;1;MA004002200826;P01
17/12/2014;1;MA004002400827;P01
17/12/2014;1;MA004003400828;P01
18/12/2014;1;MA004000800829;P01
18/12/2014;1;MA004001100830;P01
19/12/2014;1;MA004002400831;P01
19/12/2014;1;MA004002600832;P01
19/12/2014;1;MA004001800833;P01
22/12/2014;1;MA004001900834;P01
22/12/2014;1;MA004000300835;P01
22/12/2014;1;MA004001100836;P01
22/12/2014;1;MA004001900837;P01
22/12/2014;1;MA004003400838;P01
22/12/2014;1;MA004003500839;P01
22/12/2014;1;MA004003300840;P01
23/12/2014;1;MA004003600841;P01
23/12/2014;1;MA004002300842;P01
23/12/2014;1;MA004002300843;P01
23/12/2014;1;MA004002000844;P01
23/12/2014;1;MA004003700845;P01
24/12/2014;1;MA004001100846;P01
24/12/2014;1;MA004001400847;P01
29/12/2014;1;MA004002400848;P01
29/12/2014;1;MA004001100849;P01
29/12/2014;1;MA004002300850;P01
29/12/2014;1;MA004003500851;P01
29/12/2014;1;MA004002900852;P01
29/12/2014;1;MA004002900853;P01
29/12/2014;1;MA004003500854;P01
29/12/2014;1;MA004001800855;P01
29/12/2014;1;MA004002600856;P01
29/12/2014;1;MA004001900857;P01
30/12/2014;1;MA004003600858;P01
31/12/2014;1;MA004003200859;P01
31/12/2014;1;MA004002300860;P01
31/12/2014;1;MA004003300861;P01
31/12/2014;1;MA004001900862;P01
31/12/2014;1;MA004003700863;P01
31/12/2014;1;MA004001900864;P01
31/12/2014;1;MA004001100865;P01
02/01/2015;1;MA005002500001;P01
02/01/2015;1;MA005001700002;P01
02/01/2015;1;MA005000100003;P01
02/01/2015;1;MA005001300004;P01
02/01/2015;1;MA005003400005;P01
02/01/2015;1;MA005003600006;P01
02/01/2015;1;MA005003400007;P01
05/01/2015;1;MA005000600008;P01
05/01/2015;1;MA005000200009;P01
05/01/2015;1;MA005002500010;P01
05/01/2015;1;MA005003500011;P01
05/01/2015;1;MA005002100012;P01
05/01/2015;1;MA005001800013;P01
05/01/2015;1;MA005003400014;P01
05/01/2015;1;MA005001700015;P01
05/01/2015;1;MA005000500016;P01
05/01/2015;1;MA005002000017;P01
05/01/2015;2;MA005000400018;P01
05/01/2015;1;MA005003600019;P01
07/01/2015;1;MA005001300020;P01
07/01/2015;1;MA005001400021;P01
07/01/2015;1;MA005000600022;P01
07/01/2015;1;MA005001500023;P01
08/01/2015;1;MA005001000024;P01
08/01/2015;1;MA005001500025;P01
09/01/2015;1;MA005000200026;P01
09/01/2015;1;MA005003500027;P01
09/01/2015;1;MA005001100028;P01
12/01/2015;1;MA005001600029;P01
12/01/2015;1;MA005000900030;P01
12/01/2015;1;MA005003500031;P01
12/01/2015;1;MA005001900032;P01
12/01/2015;2;MA005001500033;P01
12/01/2015;1;MA005001800034;P01
12/01/2015;1;MA005002700035;P01
12/01/2015;1;MA005002800036;P01
13/01/2015;1;MA005002900037;P01
13/01/2015;1;MA005002500038;P01
15/01/2015;1;MA005000500039;P01
15/01/2015;1;MA005003700040;P01
16/01/2015;2;MA005001600041;P01
16/01/2015;1;MA005002100042;P01
19/01/2015;1;MA005001000043;P01
19/01/2015;1;MA005002600044;P01
19/01/2015;2;MA005003000045;P01
19/01/2015;1;MA005003300046;P01
19/01/2015;1;MA005003600047;P01
19/01/2015;1;MA005001700048;P01
19/01/2015;2;MA005001200049;P01
19/01/2015;1;MA005003700050;P01
21/01/2015;1;MA005000700051;P01
21/01/2015;1;MA005002400052;P01
21/01/2015;1;MA005003400053;P01
21/01/2015;1;MA005002500054;P01
21/01/2015;1;MA005001700055;P01
22/01/2015;1;MA005003000056;P01
22/01/2015;1;MA005000600057;P01
23/01/2015;1;MA005002600058;P01
26/01/2015;1;MA005002800059;P01
26/01/2015;1;MA005003000060;P01
26/01/2015;2;MA005001000061;P01
26/01/2015;1;MA005000600062;P01
27/01/2015;1;MA005001000063;P01
28/01/2015;1;MA005000900064;P01
28/01/2015;1;MA005001800065;P01
29/01/2015;1;MA005003600066;P01
29/01/2015;1;MA005000800067;P01
29/01/2015;1;MA005002400068;P01
29/01/2015;1;MA005001200069;P01
30/01/2015;1;MA005003400070;P01
30/01/2015;1;MA005002600071;P01
30/01/2015;1;MA005002200072;P01
02/02/2015;1;MA005002100073;P01
02/02/2015;1;MA005000100074;P01
03/02/2015;1;MA005000600075;P01
03/02/2015;1;MA005002900076;P01
04/02/2015;1;MA005003200077;P01
04/02/2015;1;MA005001100078;P01
04/02/2015;1;MA005001700079;P01
05/02/2015;1;MA005003000080;P01
06/02/2015;1;MA005000500081;P01
06/02/2015;1;MA005000200082;P01
06/02/2015;1;MA005001100083;P01
06/02/2015;1;MA005000900084;P01
06/02/2015;1;MA005002700085;P01
06/02/2015;1;MA005000300086;P01
06/02/2015;1;MA005001400087;P01
06/02/2015;1;MA005000100088;P01
09/02/2015;1;MA005000100089;P01
09/02/2015;1;MA005002900090;P01
09/02/2015;1;MA005002800091;P01
09/02/2015;1;MA005000300092;P01
09/02/2015;1;MA005001700093;P01
09/02/2015;1;MA005001300094;P01
09/02/2015;1;MA005000400095;P01
09/02/2015;1;MA005001900096;P01
10/02/2015;1;MA005001900097;P01
11/02/2015;1;MA005000800098;P01
12/02/2015;1;MA005002800099;P01
12/02/2015;1;MA005001700100;P01
12/02/2015;1;MA005003000101;P01
16/02/2015;1;MA005003000102;P01
16/02/2015;1;MA005002100103;P01
16/02/2015;1;MA005001300104;P01
16/02/2015;1;MA005003700105;P01
16/02/2015;1;MA005001000106;P01
16/02/2015;1;MA005000900107;P01
16/02/2015;1;MA005002400108;P01
16/02/2015;1;MA005003500109;P01
16/02/2015;1;MA005003700110;P01
17/02/2015;1;MA005003300111;P01
17/02/2015;1;MA005003700112;P01
17/02/2015;1;MA005002100113;P01
17/02/2015;2;MA005002300114;P01
18/02/2015;2;MA005003200115;P01
18/02/2015;1;MA005002100116;P01
18/02/2015;1;MA005002300117;P01
19/02/2015;1;MA005000500118;P01
20/02/2015;1;MA005002800119;P01
20/02/2015;1;MA005003300120;P01
23/02/2015;1;MA005001200121;P01
23/02/2015;1;MA005001600122;P01
23/02/2015;1;MA005000700123;P01
23/02/2015;1;MA005003300124;P01
23/02/2015;1;MA005000100125;P01
23/02/2015;1;MA005000500126;P01
23/02/2015;2;MA005002000127;P01
23/02/2015;1;MA005001400128;P01
23/02/2015;1;MA005000400129;P01
23/02/2015;1;MA005001900130;P01
23/02/2015;1;MA005001400131;P01
24/02/2015;1;MA005000600132;P01
24/02/2015;1;MA005003700133;P01
24/02/2015;1;MA005002400134;P01
24/02/2015;1;MA005000700135;P01
25/02/2015;1;MA005003000136;P01
26/02/2015;1;MA005002900137;P01
26/02/2015;1;MA005000100138;P01
26/02/2015;1;MA005003300139;P01
26/02/2015;1;MA005003600140;P01
02/03/2015;1;MA005003200141;P01
02/03/2015;1;MA005002700142;P01
02/03/2015;1;MA005001400143;P01
02/03/2015;1;MA005003500144;P01
02/03/2015;1;MA005000200145;P01
02/03/2015;1;MA005001700146;P01
02/03/2015;1;MA005003100147;P01
02/03/2015;1;MA005001700148;P01
02/03/2015;1;MA005001500149;P01
02/03/2015;1;MA005003000150;P01
02/03/2015;1;MA005003700151;P01
02/03/2015;1;MA005001900152;P01
03/03/2015;1;MA005001000153;P01
